Spindle speed (rpm),Cutting speed (mm/min),Feed rate (mm/min),Depth of cut (mm),Surface roughness (Ra)
1680.2702335545503,263.93084828674876,200.0,0.43816214013273025,1.1227989641256557
1700.0,267.03,200.0,0.5685764691412327,1.2699591044990186
1909.265756513186,299.8637971969189,409.26575651318603,0.4070803565459729,0.9231600834999287
1796.2078957130916,282.10871546904116,377.72473742785496,0.15,0.5153079761158141
939.8422844167271,147.6257268247574,182.51971444790908,0.15,0.35193859051944243
1102.2017355838188,173.12513119445543,182.06422372914932,0.15,0.45605870779587143
1697.136944466588,266.58021397570093,200.0,0.248568472233294,0.2205239391626144
1430.0308454948938,224.6238451417924,200.0,0.22000342727721045,0.2609753183393305
2000.0,314.15,57.23164752579386,0.15,0.3317864598041671
1956.441046134602,307.3083403128748,328.220523067301,0.2516375590192622,0.7436493497923418
1357.0689040968625,213.16028920348054,200.0,0.15,0.27727736520732055
1339.2196904475704,210.35793287705212,222.4674871019821,0.15,0.4689374355099105
1587.342213809237,249.33146178943113,200.0,0.2810133207138556,0.6496399621415667
621.7328139291615,97.65368174792305,200.0,0.15,0.41243816613256556
1201.145976797575,188.66999475567246,200.0,0.15,0.2998342153566175
1982.8951450448126,311.41624825753115,482.89514504481275,0.15570161831839574,0.666314240499033
1763.0856733074647,276.93668213477,235.19285458171655,0.15,0.515802584295086
1642.337349632668,257.9350418039833,410.584337408167,0.15,0.5929458213510995
987.9944516046473,155.18975069261,200.0,0.24399722580232364,0.5536599618264715
2000.0,314.1434881588341,108.60657049323015,0.15,0.3656602113439995
2000.0,314.15,255.21986290449715,0.15,0.6079937033955007
1738.4184019195607,273.02296971476835,434.60460047989017,0.15,0.6199045632719301
1354.9947908867875,212.83461029415878,200.0,0.302140624665766,0.7541267803402152
1928.6927096065817,302.95000158887376,85.65364519670919,0.2213072903934184,0.5162604131015716
1548.4061003777524,243.1941128355619,330.6522876416572,0.15,0.4712851490982126
944.8938621843384,148.41316615834728,236.2234655460846,0.15,0.3972548028312223
1726.117563807561,271.12991633507266,238.58823182531506,0.15,0.5495411591265753
1831.6119371154791,287.70184825627126,134.1940314422604,0.20612935429484025,0.26237904375118426
1985.3226590819584,311.795474009106,494.49599715573436,0.15,0.6860842522711678
1004.5950548127307,157.79603753808536,200.0,0.15,0.3273721350267527
1771.6735081928373,278.28751902015495,164.16324590358133,0.3783264918071627,0.9559141770600555
1008.779988528601,158.44933619784322,200.0,0.15,0.3382440022942798
1802.265870659142,283.0755151064194,302.265870659142,0.6113796351286686,1.1546796351286686
1721.9244686081045,270.4736032027129,189.03776569594777,0.2426918437972985,0.22705967889180964
1772.8069378596683,278.4655430398252,187.86551035672193,0.4907895932104974,1.1123037141977752
2000.0,314.100451923454,498.64422963810614,0.15,0.6927576918552425
1991.2490709064207,312.77552073703515,248.5415118177368,0.15875092909357935,0.6226433700048954
1756.3601239063141,275.8790482632038,123.09196282810578,0.15,0.2873632148687577
1702.2673131875663,267.3861193246604,198.86634340621686,0.24924422893747789,0.22073007484639637
1748.0551513563405,274.5698532478098,248.0551513563407,0.8638437378237014,1.3315602832306035
1394.3700671618637,219.01990369302646,200.0,0.4035236146040553,0.8808503778219845
1700.0,267.03,200.0,0.5207356677164563,1.198457831371213
1939.7482853640631,304.68566066498704,68.07551439078105,0.15,0.3093697942436876
1838.2716341791975,288.7478646750792,176.95472763680044,0.20390945527360088,0.3613136101311397
1158.2877318747703,181.9347414242139,200.0,0.1726125331249672,0.3128649602500394
1496.8898299236212,235.1221732132168,296.095338920388,0.15,0.5554257329603205
1354.6451842442086,212.7712269911438,257.99194409157826,0.15,0.3760274387040591
1700.0,267.03,200.0,0.8829052423861664,1.4064620969544666
1346.5122972406307,211.50146725943907,200.0,0.15,0.2785268146799099
1554.2037876688366,244.12541504277425,200.0,0.380366097592556,0.5809283635164845
1118.874391177072,175.74278936609446,194.05628044114638,0.15,0.36218196139364167
1543.5657473817507,242.45417891367305,200.0,0.30248011583612766,0.5042059252441805
1700.0,267.03,200.0,0.8302211651536877,1.3546224884580362
961.6450893093051,151.05040240325908,206.73521205455438,0.15,0.39027606027277184
2000.0,314.15,312.7993382604098,0.15,0.6233674233155294
1285.4328626886436,201.9093669068187,260.67910783608045,0.15,0.46853272758828973
1244.4411338445573,195.47059109863383,197.22242913471516,0.15,0.3125879511614708
1700.0,267.03,200.0,0.935197160860824,1.4273788643443297
1582.1832300925896,248.4902326214394,374.65496902777693,0.15,0.545685335191712
1709.4388004900322,268.5125209303011,204.71940024501617,0.5858417992649515,1.2790238390443183
710.6758032253415,111.62716868670114,200.0,0.15,0.3833972590323975
1999.39444467553,314.0548874437032,349.6972223377649,0.15060555532447018,0.6343562903376507
1073.2387818015886,168.57898165148453,165.84515227480142,0.15,0.3474920406066137
1800.4823411787825,282.8097661523632,290.1447023536348,0.15,0.48298339584409483
1725.6354008454323,271.0521943926483,225.63540084543232,0.4243645991545677,1.1170103959610374
1290.6073451030022,202.72039656296445,200.0,0.15,0.2865132364138568
1173.2918391959206,184.2916723399763,200.0,0.32329183919592047,0.6007547060358044
1946.8951415125302,305.76784770331597,446.89514151253024,0.2739113364707627,0.8172113364707627
1515.8466783073284,238.0995131620813,200.0,0.20546337407564985,0.3466645961597017
1636.8614600911126,257.11219815111195,200.0,0.5431753140820013,1.1737229201822252
921.6214214534124,144.76087764812286,200.0,0.23771493312365793,0.632963501705023
808.0447313086808,126.92359743912778,200.0,0.15,0.35545075267018844
2000.0,314.14132440450976,210.72916843148315,0.15,0.5555244353643664
1700.0,267.03,200.0,0.9742833396859122,1.4430133358743649
1077.6407759887813,169.26581309231776,196.11796120056093,0.15,0.3544877687995066
1700.0,267.03,200.0,0.7756842404998869,1.3673309851715816
1360.4533449392816,213.69207115646202,200.0,0.5876933474262706,0.9132752984584318
1894.0528347799454,297.5078192872338,160.59471652200546,0.15,0.46938853078117054
972.2944483141525,152.72253513163008,200.0,0.15,0.3319865073836925
1705.135136974701,267.8341016403012,105.28716181724354,0.15,0.310481554092225
1586.4933606527934,249.20037709134075,200.0,0.22729867213055868,0.23816106229555306
1964.4690364822272,308.56926999680843,67.76548175888647,0.1618436545059243,0.3051590297472771
1593.6845206450014,250.32783819332968,200.0,0.29052678096750206,0.6781803429025062
1220.9927144547942,191.78753558655907,200.0,0.16259562867287647,0.3359647184039533
1396.569437071056,219.36539328619045,200.0,0.31995833017330966,0.802626574731749
730.011012094072,114.66472999997872,200.0,0.15,0.3775966963717784
1316.377350335032,206.76836206120015,200.0,0.5341724968353959,0.8431755773257016
1033.970239880347,162.4108754292055,190.25124000498553,0.15,0.38974578398304915
1700.0,267.03,200.0,0.7895668230140147,1.3707463383488303
1727.6484458349398,271.36804115150204,227.64844583493976,0.4223515541650602,1.1139015834822414
1593.3497201441796,250.2752410346506,200.0,0.47672402050462825,0.7871531344394442
1838.456878276582,288.77696034797515,176.92385362056967,0.3923146825851269,0.9430581678029715
840.4116846493569,132.00766536629772,205.0514605811696,0.15,0.36591826095206414
1652.8362868544782,259.6215239391014,200.0,0.919821687652613,1.3445121792585395
1973.0889330055338,309.9229441518442,346.6361166256917,0.15,0.6270947564688593
1455.8178589475388,228.67386928347935,200.0,0.5848903602108155,0.8900694734483924
1091.4871421705388,171.4461525429434,200.0,0.2957435710852694,0.6621432999152069
1593.857045465158,250.35494184257632,200.0,0.5488924432269218,0.8181936315407734
1902.4358906502232,298.8259305581284,233.73931510837053,0.24756410934977685,0.7854675338079242
1556.2498321759308,244.44794238903432,266.79684353298705,0.15,0.4484225863302972
1013.4014075977857,159.17516968493217,200.0,0.16340140759778568,0.36016528946106807
2000.0,314.1059192180061,482.24234598169966,0.15,0.6861969383926799
1769.2383961779594,277.90504409301815,234.61919808897977,0.6884437422514277,1.2178960630158358
994.6043082150018,156.2280122803942,200.0,0.17162270091277798,0.32706339055314526
1214.2360244659517,190.72341892896577,200.0,0.1806051463522788,0.30327382437726547
1076.8931349796735,169.14931388008495,200.0,0.15,0.3318189982258358
1111.8339814055535,174.6381506077823,218.27978505019834,0.15,0.4860631831907537
1388.7717102773959,218.13913343364433,115.48874532742188,0.15,0.3602591635516146
1424.1828787614618,223.7052595227865,200.0,0.3580609595871539,0.9114292255657438
1359.3967635266513,213.52724663094875,229.8868931612471,0.15,0.36640867660429105
1832.1263436603974,287.7826443775931,222.0210572767329,0.2059578854465342,0.3902668148636988
1598.2096079360088,251.02694425379465,258.92576476160525,0.15,0.34237627157131
918.4882299139326,144.27186784770294,200.0,0.26190555047426967,0.5009844908295664
1760.6803209955358,276.56085575103214,169.6598395022321,0.3893196790044642,0.9866951012124998
1700.0,267.03,200.0,0.40794840791080667,0.5288681116695826
1199.5053149296084,188.40829486914288,190.02473425351957,0.15,0.3772276917658649
1433.1497064699095,225.11315589229338,200.0,0.19662994129398187,0.2626960469648145
1095.1375636021917,172.01611124190433,200.0,0.15,0.3209724872795616
1715.0729029468946,269.3974506228589,202.5121504911491,0.24497569901770178,0.23942394759756488
1700.0,267.03,200.0,0.905008577299097,1.416894537249879
1688.8949934381699,265.2854034691365,200.0,0.43334249015725484,1.1066274704717647
1165.3717121945506,183.0498959857639,200.0,0.15,0.30692565756108986
1920.3510777712784,301.63980928194206,236.72517962854639,0.22964892222872169,0.7526230240859898
1973.879301432407,310.00166239474464,473.879301432407,0.21094829665771705,0.7542482966577171
1723.6818208839668,270.74962466684167,188.1590895580167,0.24210605970534443,0.22762554632463727
